shipment_id,origin,destination,dispatch_date,delivery_date,delay_days,disruption_type,risk_score,source
504,,,2021-01-22 00:00:00,,9.976300424108995,High Risk,0.9876684771150908,dynamic_logistics
505,,,2021-01-22 01:00:00,,9.9819536563862,High Risk,0.8690243741332663,dynamic_logistics
506,,,2021-01-22 02:00:00,,1.8766250033828675,High Risk,0.9916567974012525,dynamic_logistics
507,,,2021-01-22 03:00:00,,5.998160022496175,High Risk,0.9999854572467684,dynamic_logistics
508,,,2021-01-22 04:00:00,,0.4316713047022507,High Risk,0.9178835773125864,dynamic_logistics
509,,,2021-01-22 05:00:00,,3.167051143747192,High Risk,0.9999999999996512,dynamic_logistics
510,,,2021-01-22 06:00:00,,9.842766945022298,Low Risk,0.2053052622867061,dynamic_logistics
511,,,2021-01-22 07:00:00,,9.37889908016014,High Risk,0.9985947001939426,dynamic_logistics
512,,,2021-01-22 08:00:00,,-1.417172872413139,High Risk,0.9999900197349432,dynamic_logistics
513,,,2021-01-22 09:00:00,,0.922270259976977,High Risk,0.999484617756148,dynamic_logistics
514,,,2021-01-22 10:00:00,,-1.9901340760995336,High Risk,0.9999945079191336,dynamic_logistics
515,,,2021-01-22 11:00:00,,9.99827963283922,High Risk,0.9997136954791768,dynamic_logistics
516,,,2021-01-22 12:00:00,,9.969584159028688,High Risk,0.9999503562853328,dynamic_logistics
517,,,2021-01-22 13:00:00,,-1.9861754263630056,High Risk,0.9999999981515628,dynamic_logistics
518,,,2021-01-22 14:00:00,,9.697177936896818,High Risk,0.7491151394723202,dynamic_logistics
519,,,2021-01-22 15:00:00,,8.415954861219243,High Risk,0.9232670642660856,dynamic_logistics
520,,,2021-01-22 16:00:00,,5.16414729805796,High Risk,0.8531471082358816,dynamic_logistics
521,,,2021-01-22 17:00:00,,5.244108852529179,High Risk,0.9999414730182354,dynamic_logistics
522,,,2021-01-22 18:00:00,,9.772000396234066,High Risk,0.9210094360452458,dynamic_logistics
523,,,2021-01-22 19:00:00,,6.723599097026241,Moderate Risk,0.4016642583811026,dynamic_logistics
524,,,2021-01-22 20:00:00,,9.984551131359368,High Risk,0.9717853904504294,dynamic_logistics
525,,,2021-01-22 21:00:00,,6.687139477073355,High Risk,0.9768672038705204,dynamic_logistics
526,,,2021-01-22 22:00:00,,7.499773037360381,High Risk,0.9999999998967898,dynamic_logistics
527,,,2021-01-22 23:00:00,,1.663306887377085,High Risk,0.7089225912213712,dynamic_logistics
528,,,2021-01-23 00:00:00,,8.113005050404864,High Risk,0.999999996501745,dynamic_logistics
529,,,2021-01-23 01:00:00,,5.098470553807285,High Risk,0.8479197973630742,dynamic_logistics
530,,,2021-01-23 02:00:00,,9.10565499407388,High Risk,0.9764374698132692,dynamic_logistics
531,,,2021-01-23 03:00:00,,9.036066078053704,High Risk,0.9999868817804424,dynamic_logistics
532,,,2021-01-23 04:00:00,,1.2831164158806256,Moderate Risk,0.6184530736035957,dynamic_logistics
533,,,2021-01-23 05:00:00,,7.71125952681728,High Risk,0.9999999571375928,dynamic_logistics
534,,,2021-01-23 06:00:00,,-1.130972358956651,High Risk,0.999999805205681,dynamic_logistics
535,,,2021-01-23 07:00:00,,1.0314519577159604,High Risk,0.7941371094320209,dynamic_logistics
536,,,2021-01-23 08:00:00,,2.001035695597277,High Risk,0.9395463386913844,dynamic_logistics
537,,,2021-01-23 09:00:00,,1.5988039180368574,High Risk,0.993431907084666,dynamic_logistics
538,,,2021-01-23 10:00:00,,1.517846297689199,High Risk,0.8455554657727767,dynamic_logistics
539,,,2021-01-23 11:00:00,,4.917108879521546,High Risk,0.9999098361236818,dynamic_logistics
540,,,2021-01-23 12:00:00,,9.919460145422708,High Risk,0.7249486655880761,dynamic_logistics
541,,,2021-01-23 13:00:00,,4.39615990355027,High Risk,0.8941177489012958,dynamic_logistics
542,,,2021-01-23 14:00:00,,7.285764919300204,Low Risk,0.0071958338781322,dynamic_logistics
543,,,2021-01-23 15:00:00,,-1.988187889347468,High Risk,0.999999886609326,dynamic_logistics
544,,,2021-01-23 16:00:00,,9.978414141159597,High Risk,0.9998416309266606,dynamic_logistics
545,,,2021-01-23 17:00:00,,9.356914413279016,Low Risk,0.2326988274096934,dynamic_logistics
546,,,2021-01-23 18:00:00,,4.021804906528223,Low Risk,0.2347634684155266,dynamic_logistics
547,,,2021-01-23 19:00:00,,9.9550269160449,High Risk,0.9999971152133306,dynamic_logistics
548,,,2021-01-23 20:00:00,,9.841285769086394,High Risk,0.9999994359327068,dynamic_logistics
549,,,2021-01-23 21:00:00,,4.923514599612341,Moderate Risk,0.3818012994545783,dynamic_logistics
550,,,2021-01-23 22:00:00,,8.821569759527273,High Risk,0.992694020141468,dynamic_logistics
551,,,2021-01-23 23:00:00,,1.636691577207121,High Risk,0.9010870048194424,dynamic_logistics
552,,,2021-01-24 00:00:00,,4.908929881381162,High Risk,0.970477602303072,dynamic_logistics
553,,,2021-01-24 01:00:00,,-0.9261558315091992,High Risk,0.763682435531442,dynamic_logistics
554,,,2021-01-24 02:00:00,,8.890693921679084,High Risk,0.9610781219061016,dynamic_logistics
555,,,2021-01-24 03:00:00,,2.742760790461689,High Risk,0.8872559882490078,dynamic_logistics
556,,,2021-01-24 04:00:00,,1.0951202828126063,Low Risk,0.2994119679749301,dynamic_logistics
557,,,2021-01-24 05:00:00,,9.504854103105965,Moderate Risk,0.4719008655542548,dynamic_logistics
558,,,2021-01-24 06:00:00,,9.195771283974294,High Risk,0.9986241062118064,dynamic_logistics
559,,,2021-01-24 07:00:00,,7.338160289822003,High Risk,0.975016551947959,dynamic_logistics
560,,,2021-01-24 08:00:00,,9.933765935588076,High Risk,0.998454464450581,dynamic_logistics
561,,,2021-01-24 09:00:00,,4.723491242247991,High Risk,0.999826103818182,dynamic_logistics
562,,,2021-01-24 10:00:00,,6.170015625744197,Moderate Risk,0.3761928877500246,dynamic_logistics
563,,,2021-01-24 11:00:00,,8.151159122042504,Low Risk,0.0149715455073584,dynamic_logistics
564,,,2021-01-24 12:00:00,,3.5252484344855297,Moderate Risk,0.6790725193253021,dynamic_logistics
565,,,2021-01-24 13:00:00,,4.750522150183826,High Risk,0.9999999993449422,dynamic_logistics
566,,,2021-01-24 14:00:00,,9.998955842420632,Moderate Risk,0.5759713338495391,dynamic_logistics
567,,,2021-01-24 15:00:00,,-1.8319855207580296,High Risk,0.9033436318305812,dynamic_logistics
568,,,2021-01-24 16:00:00,,3.6943477143837296,High Risk,0.9925140201712728,dynamic_logistics
569,,,2021-01-24 17:00:00,,0.4050819088452622,High Risk,0.9732747210115162,dynamic_logistics
570,,,2021-01-24 18:00:00,,4.58506615813806,High Risk,0.9999998516898928,dynamic_logistics
571,,,2021-01-24 19:00:00,,6.889558225865287,High Risk,0.7403515350104538,dynamic_logistics
572,,,2021-01-24 20:00:00,,6.5383212582989945,Low Risk,0.2078379863399354,dynamic_logistics
573,,,2021-01-24 21:00:00,,2.1183455224208982,High Risk,0.964329468918146,dynamic_logistics
574,,,2021-01-24 22:00:00,,-1.9360447113568704,High Risk,0.9375457364412124,dynamic_logistics
575,,,2021-01-24 23:00:00,,0.9673458831465788,High Risk,0.9995842133499254,dynamic_logistics
576,,,2021-01-25 00:00:00,,2.1925603255182224,High Risk,0.9908530855758916,dynamic_logistics
577,,,2021-01-25 01:00:00,,9.018513988432796,High Risk,0.9934504388493158,dynamic_logistics
578,,,2021-01-25 02:00:00,,9.969760812866475,High Risk,0.924838296165672,dynamic_logistics
579,,,2021-01-25 03:00:00,,9.700018036620396,High Risk,0.999997420677899,dynamic_logistics
580,,,2021-01-25 04:00:00,,7.023997155706143,High Risk,0.9999717076214284,dynamic_logistics
581,,,2021-01-25 05:00:00,,9.513217830725477,High Risk,0.9140883387673586,dynamic_logistics
582,,,2021-01-25 06:00:00,,9.931502928305049,Low Risk,0.0161525181950306,dynamic_logistics
583,,,2021-01-25 07:00:00,,9.651454938209756,High Risk,0.9874505780994272,dynamic_logistics
584,,,2021-01-25 08:00:00,,5.2278480051859,High Risk,0.9996808680753432,dynamic_logistics
585,,,2021-01-25 09:00:00,,-1.6726324369403098,High Risk,0.962800398878462,dynamic_logistics
586,,,2021-01-25 10:00:00,,-1.678305573847355,Moderate Risk,0.5521754302503575,dynamic_logistics
587,,,2021-01-25 11:00:00,,9.313970712540698,Moderate Risk,0.6525963549350491,dynamic_logistics
588,,,2021-01-25 12:00:00,,5.934160489525802,Moderate Risk,0.5771892109221771,dynamic_logistics
589,,,2021-01-25 13:00:00,,9.375809783699452,Moderate Risk,0.6069131776259016,dynamic_logistics
590,,,2021-01-25 14:00:00,,9.885707245623934,Moderate Risk,0.6962057510405116,dynamic_logistics
591,,,2021-01-25 15:00:00,,9.822074624508032,High Risk,0.8269232787053686,dynamic_logistics
592,,,2021-01-25 16:00:00,,7.1350307130296,High Risk,0.96528391493648,dynamic_logistics
593,,,2021-01-25 17:00:00,,6.857916623806025,High Risk,0.7607563476407717,dynamic_logistics
594,,,2021-01-25 18:00:00,,-1.8996652424890608,High Risk,0.9527161337766136,dynamic_logistics
595,,,2021-01-25 19:00:00,,6.97601250112797,High Risk,0.9989771545068546,dynamic_logistics
596,,,2021-01-25 20:00:00,,7.202768466097421,High Risk,0.999694639647492,dynamic_logistics
597,,,2021-01-25 21:00:00,,9.81030555738284,High Risk,0.8448463260209809,dynamic_logistics
598,,,2021-01-25 22:00:00,,9.625554051422329,High Risk,0.9990065994597443,dynamic_logistics
599,,,2021-01-25 23:00:00,,-1.9992643979662508,Moderate Risk,0.4518918535262176,dynamic_logistics
600,,,2021-01-26 00:00:00,,9.353097264448005,High Risk,0.9288301106221362,dynamic_logistics
601,,,2021-01-26 01:00:00,,1.7761664115267344,High Risk,0.9350766846739068,dynamic_logistics
602,,,2021-01-26 02:00:00,,6.711871692337333,Moderate Risk,0.647175698905663,dynamic_logistics
603,,,2021-01-26 03:00:00,,9.727001234720133,High Risk,0.9544195222782432,dynamic_logistics
604,,,2021-01-26 04:00:00,,9.253575650555408,High Risk,0.9111052962696552,dynamic_logistics
605,,,2021-01-26 05:00:00,,-0.8342236375034562,High Risk,0.8959617209033631,dynamic_logistics
606,,,2021-01-26 06:00:00,,2.73989307079761,High Risk,0.9769734968612211,dynamic_logistics
607,,,2021-01-26 07:00:00,,2.635094648285868,High Risk,0.8002106843766663,dynamic_logistics
608,,,2021-01-26 08:00:00,,8.760846417581158,High Risk,0.9998525980665512,dynamic_logistics
609,,,2021-01-26 09:00:00,,-0.3184860983922122,High Risk,0.9659239693671272,dynamic_logistics
610,,,2021-01-26 10:00:00,,-1.0902767289788513,High Risk,0.9998691161439516,dynamic_logistics
611,,,2021-01-26 11:00:00,,6.403649633201557,High Risk,0.9770629507567236,dynamic_logistics
612,,,2021-01-26 12:00:00,,9.161084500096116,Moderate Risk,0.560968509229271,dynamic_logistics
613,,,2021-01-26 13:00:00,,0.3288366081278764,High Risk,0.7612658466175254,dynamic_logistics
614,,,2021-01-26 14:00:00,,7.740259466593686,High Risk,0.9999907756460952,dynamic_logistics
615,,,2021-01-26 15:00:00,,2.841281101240762,High Risk,0.7773451922599381,dynamic_logistics
616,,,2021-01-26 16:00:00,,9.837043384926687,Moderate Risk,0.6428049507142601,dynamic_logistics
617,,,2021-01-26 17:00:00,,1.789237073542108,High Risk,0.9999999005861672,dynamic_logistics
618,,,2021-01-26 18:00:00,,9.507435008236625,High Risk,0.9390520540908056,dynamic_logistics
619,,,2021-01-26 19:00:00,,0.1592451471443166,High Risk,0.999565602869442,dynamic_logistics
620,,,2021-01-26 20:00:00,,-1.180050136832817,High Risk,0.958325928262431,dynamic_logistics
621,,,2021-01-26 21:00:00,,8.374955869132622,High Risk,0.9979598377896964,dynamic_logistics
622,,,2021-01-26 22:00:00,,1.0574308652587612,High Risk,0.9575153376165996,dynamic_logistics
623,,,2021-01-26 23:00:00,,8.987043562741636,Low Risk,0.2088584288955193,dynamic_logistics
624,,,2021-01-27 00:00:00,,-0.0407928024893917,High Risk,0.7890044650162166,dynamic_logistics
625,,,2021-01-27 01:00:00,,2.7433867643350007,High Risk,0.99206544687201,dynamic_logistics
626,,,2021-01-27 02:00:00,,7.228579123965071,High Risk,0.9906055983597694,dynamic_logistics
627,,,2021-01-27 03:00:00,,3.3940507264452107,High Risk,0.8012160957604259,dynamic_logistics
628,,,2021-01-27 04:00:00,,-1.480852354827252,High Risk,0.7678942860952317,dynamic_logistics
629,,,2021-01-27 05:00:00,,5.380143262517676,High Risk,0.9957852255841,dynamic_logistics
630,,,2021-01-27 06:00:00,,0.1257014702148677,Moderate Risk,0.5696792276021168,dynamic_logistics
631,,,2021-01-27 07:00:00,,3.828581673443866,High Risk,0.9899765989705552,dynamic_logistics
632,,,2021-01-27 08:00:00,,-1.0632238849908031,Moderate Risk,0.4092432038959489,dynamic_logistics
633,,,2021-01-27 09:00:00,,-1.602773645867042,High Risk,0.9684033443269212,dynamic_logistics
634,,,2021-01-27 10:00:00,,-0.8668436012783873,High Risk,0.8352132103876004,dynamic_logistics
635,,,2021-01-27 11:00:00,,2.499907702920015,High Risk,0.9834946044660332,dynamic_logistics
636,,,2021-01-27 12:00:00,,-0.5915237509690252,High Risk,0.999999996338338,dynamic_logistics
637,,,2021-01-27 13:00:00,,3.0006029507018805,High Risk,0.9999999823803116,dynamic_logistics
638,,,2021-01-27 14:00:00,,8.493987445234108,Moderate Risk,0.619948313090258,dynamic_logistics
639,,,2021-01-27 15:00:00,,8.462154795679062,High Risk,0.9822433838991868,dynamic_logistics
640,,,2021-01-27 16:00:00,,5.425716056468474,High Risk,0.999999643927037,dynamic_logistics
641,,,2021-01-27 17:00:00,,-0.9022778248409016,High Risk,0.9999998538576488,dynamic_logistics
642,,,2021-01-27 18:00:00,,8.44792711585735,Moderate Risk,0.6547451064205899,dynamic_logistics
643,,,2021-01-27 19:00:00,,5.705986972593129,High Risk,0.9058210721614708,dynamic_logistics
644,,,2021-01-27 20:00:00,,-1.999038432813428,High Risk,0.999960898545838,dynamic_logistics
645,,,2021-01-27 21:00:00,,9.346448389627696,High Risk,0.7136617353670387,dynamic_logistics
646,,,2021-01-27 22:00:00,,-1.751403900910316,Low Risk,0.1794155976916515,dynamic_logistics
647,,,2021-01-27 23:00:00,,8.761025672436356,High Risk,0.916233146614973,dynamic_logistics
648,,,2021-01-28 00:00:00,,5.584766106536853,High Risk,0.997066470294658,dynamic_logistics
649,,,2021-01-28 01:00:00,,-1.8332876143685368,High Risk,0.9979061823357974,dynamic_logistics
650,,,2021-01-28 02:00:00,,9.282509841665568,Moderate Risk,0.4022373946171117,dynamic_logistics
651,,,2021-01-28 03:00:00,,9.88148986424621,High Risk,0.9792788950099742,dynamic_logistics
652,,,2021-01-28 04:00:00,,9.600884184771155,High Risk,0.9902494514167572,dynamic_logistics
653,,,2021-01-28 05:00:00,,8.932422330389373,Low Risk,0.0297451562573039,dynamic_logistics
654,,,2021-01-28 06:00:00,,9.882073532805636,Moderate Risk,0.4046851322738651,dynamic_logistics
655,,,2021-01-28 07:00:00,,6.959437860673454,High Risk,0.9629990099628128,dynamic_logistics
656,,,2021-01-28 08:00:00,,-1.566091758642787,High Risk,0.9753167492534304,dynamic_logistics
657,,,2021-01-28 09:00:00,,6.901727606022627,High Risk,0.9998293474816796,dynamic_logistics
658,,,2021-01-28 10:00:00,,1.397369841311435,Moderate Risk,0.6703549442994473,dynamic_logistics
659,,,2021-01-28 11:00:00,,9.9334399614766,High Risk,0.9828368323072292,dynamic_logistics
660,,,2021-01-28 12:00:00,,-1.9795697770888945,High Risk,0.8499070058334779,dynamic_logistics
661,,,2021-01-28 13:00:00,,9.968536362291156,High Risk,0.9981423335149252,dynamic_logistics
662,,,2021-01-28 14:00:00,,1.0708543430915525,High Risk,0.9999999883547434,dynamic_logistics
663,,,2021-01-28 15:00:00,,3.7260048463875552,High Risk,0.9880134077238512,dynamic_logistics
664,,,2021-01-28 16:00:00,,0.7432071699096561,High Risk,0.99009246245487,dynamic_logistics
665,,,2021-01-28 17:00:00,,7.879980464693919,High Risk,0.9183968874489856,dynamic_logistics
666,,,2021-01-28 18:00:00,,0.5942382596159175,Moderate Risk,0.5959392066825336,dynamic_logistics
667,,,2021-01-28 19:00:00,,7.627651469658291,Moderate Risk,0.3097498809928402,dynamic_logistics
668,,,2021-01-28 20:00:00,,9.109278518312792,High Risk,0.9321961787866024,dynamic_logistics
669,,,2021-01-28 21:00:00,,9.50846715715394,High Risk,0.8834847724437925,dynamic_logistics
670,,,2021-01-28 22:00:00,,4.071964557529837,High Risk,0.9999644424785896,dynamic_logistics
671,,,2021-01-28 23:00:00,,-1.315915017129819,High Risk,0.9999391713379472,dynamic_logistics
672,,,2021-01-29 00:00:00,,-0.8052371666240095,High Risk,0.7878255641714509,dynamic_logistics
673,,,2021-01-29 01:00:00,,-1.984730104024409,High Risk,0.9999911612743247,dynamic_logistics
674,,,2021-01-29 02:00:00,,4.396781505391463,High Risk,0.9962962503474256,dynamic_logistics
675,,,2021-01-29 03:00:00,,9.94539552798828,Low Risk,0.2279536752211081,dynamic_logistics
676,,,2021-01-29 04:00:00,,9.885781408274555,High Risk,0.9995335809083444,dynamic_logistics
677,,,2021-01-29 05:00:00,,8.948254974964843,High Risk,0.8865658708525468,dynamic_logistics
678,,,2021-01-29 06:00:00,,0.9713224212498028,Moderate Risk,0.6190040330698143,dynamic_logistics
679,,,2021-01-29 07:00:00,,1.7023865562343563,High Risk,0.998516515649497,dynamic_logistics
680,,,2021-01-29 08:00:00,,3.0811851301624555,High Risk,0.9918216751788488,dynamic_logistics
681,,,2021-01-29 09:00:00,,1.284822563426112,High Risk,0.999999387622227,dynamic_logistics
682,,,2021-01-29 10:00:00,,9.985032434042417,Moderate Risk,0.3657680164804399,dynamic_logistics
683,,,2021-01-29 11:00:00,,7.159849984890727,High Risk,0.9976296630770956,dynamic_logistics
684,,,2021-01-29 12:00:00,,4.630936819051112,High Risk,0.8582181995146937,dynamic_logistics
685,,,2021-01-29 13:00:00,,9.996180629398236,High Risk,0.9656540240942124,dynamic_logistics
686,,,2021-01-29 14:00:00,,7.343481108742761,High Risk,0.999984213509138,dynamic_logistics
687,,,2021-01-29 15:00:00,,9.996536873733035,High Risk,0.9834277490272924,dynamic_logistics
688,,,2021-01-29 16:00:00,,0.6119679479815199,High Risk,0.9909773112327588,dynamic_logistics
689,,,2021-01-29 17:00:00,,0.1446013657736924,High Risk,0.9999998024182531,dynamic_logistics
690,,,2021-01-29 18:00:00,,2.9498571635754454,High Risk,0.9571311295120136,dynamic_logistics
691,,,2021-01-29 19:00:00,,-1.6256368367690617,High Risk,0.9994950247803268,dynamic_logistics
692,,,2021-01-29 20:00:00,,4.561498985698689,High Risk,0.800049009246633,dynamic_logistics
693,,,2021-01-29 21:00:00,,9.485310346844528,High Risk,0.99915083600794,dynamic_logistics
694,,,2021-01-29 22:00:00,,6.360233732191036,High Risk,0.937206114911712,dynamic_logistics
695,,,2021-01-29 23:00:00,,-1.9831208423116649,Moderate Risk,0.4963390894612651,dynamic_logistics
696,,,2021-01-30 00:00:00,,7.306715597277687,Low Risk,0.2834637105821715,dynamic_logistics
697,,,2021-01-30 01:00:00,,-1.855443948384793,High Risk,0.9559130338090172,dynamic_logistics
698,,,2021-01-30 02:00:00,,9.355906610125649,Moderate Risk,0.6915174597161879,dynamic_logistics
699,,,2021-01-30 03:00:00,,5.137981127429755,High Risk,0.906284042042958,dynamic_logistics
700,,,2021-01-30 04:00:00,,9.276417082952982,Low Risk,0.0659418377046218,dynamic_logistics
701,,,2021-01-30 05:00:00,,6.177451077759791,High Risk,0.9908963907888684,dynamic_logistics
702,,,2021-01-30 06:00:00,,-1.2009684091543762,High Risk,0.9254981578974524,dynamic_logistics
703,,,2021-01-30 07:00:00,,9.99987075017529,Low Risk,0.1647222128231988,dynamic_logistics
704,,,2021-01-30 08:00:00,,-0.4387212199471877,High Risk,0.9999861428482308,dynamic_logistics
705,,,2021-01-30 09:00:00,,6.30985352948402,High Risk,0.999857080009705,dynamic_logistics
706,,,2021-01-30 10:00:00,,9.8058728772009,High Risk,0.7869845669535505,dynamic_logistics
707,,,2021-01-30 11:00:00,,-1.311205370850849,Moderate Risk,0.6555916874738211,dynamic_logistics
708,,,2021-01-30 12:00:00,,9.950235044633724,High Risk,0.993572543951195,dynamic_logistics
709,,,2021-01-30 13:00:00,,7.702239198702554,High Risk,0.9998641700379888,dynamic_logistics
710,,,2021-01-30 14:00:00,,8.458767920538145,High Risk,0.999961422013594,dynamic_logistics
711,,,2021-01-30 15:00:00,,-1.2500230856041317,High Risk,0.9943137517354984,dynamic_logistics
712,,,2021-01-30 16:00:00,,1.8700938094927728,High Risk,0.9926964791759528,dynamic_logistics
713,,,2021-01-30 17:00:00,,9.142493720353263,High Risk,0.9991084993704048,dynamic_logistics
714,,,2021-01-30 18:00:00,,8.594129672790409,High Risk,0.9996331422294604,dynamic_logistics
715,,,2021-01-30 19:00:00,,0.3172323087567643,High Risk,0.8523570238610089,dynamic_logistics
716,,,2021-01-30 20:00:00,,9.891731980525966,High Risk,0.8462399633147355,dynamic_logistics
717,,,2021-01-30 21:00:00,,8.639181946759992,High Risk,0.997104756287986,dynamic_logistics
718,,,2021-01-30 22:00:00,,9.97097790749027,High Risk,0.821416519772592,dynamic_logistics
719,,,2021-01-30 23:00:00,,8.399739071038837,High Risk,0.7780706729010236,dynamic_logistics
720,,,2021-01-31 00:00:00,,9.908153067893489,High Risk,0.9799922229295086,dynamic_logistics
721,,,2021-01-31 01:00:00,,1.5701993531019731,High Risk,0.8974602422967827,dynamic_logistics
722,,,2021-01-31 02:00:00,,9.998745101604715,High Risk,0.999997766160699,dynamic_logistics
723,,,2021-01-31 03:00:00,,1.977098093909016,Low Risk,0.0584842646259192,dynamic_logistics
724,,,2021-01-31 04:00:00,,5.123142453948755,High Risk,0.9985384464627168,dynamic_logistics
725,,,2021-01-31 05:00:00,,1.682993954524984,High Risk,0.9983724694167898,dynamic_logistics
726,,,2021-01-31 06:00:00,,3.115525154965468,High Risk,0.9999913708242264,dynamic_logistics
727,,,2021-01-31 07:00:00,,9.995446350567484,High Risk,0.999885608121181,dynamic_logistics
728,,,2021-01-31 08:00:00,,3.619102451555742,High Risk,0.9596163077618264,dynamic_logistics
729,,,2021-01-31 09:00:00,,9.691318153148666,High Risk,0.8612683907795602,dynamic_logistics
730,,,2021-01-31 10:00:00,,9.99083232163282,High Risk,0.9963786011959952,dynamic_logistics
731,,,2021-01-31 11:00:00,,9.999911132902223,Low Risk,0.0799961306211718,dynamic_logistics
732,,,2021-01-31 12:00:00,,-1.0874413177457043,Moderate Risk,0.6178708893480283,dynamic_logistics
733,,,2021-01-31 13:00:00,,-1.8443622514161748,High Risk,0.9998048505113653,dynamic_logistics
734,,,2021-01-31 14:00:00,,2.6640913511706383,Moderate Risk,0.598535546690465,dynamic_logistics
735,,,2021-01-31 15:00:00,,2.0351564016967494,High Risk,0.9544131867740356,dynamic_logistics
736,,,2021-01-31 16:00:00,,-1.9756203911730736,High Risk,0.9996425655653768,dynamic_logistics
737,,,2021-01-31 17:00:00,,3.670996300840689,High Risk,0.980873247091726,dynamic_logistics
738,,,2021-01-31 18:00:00,,-0.9547021566963458,Moderate Risk,0.6644683400254818,dynamic_logistics
739,,,2021-01-31 19:00:00,,7.841449788676529,High Risk,0.8724185538212352,dynamic_logistics
740,,,2021-01-31 20:00:00,,3.371518417404177,High Risk,0.9953285841892248,dynamic_logistics
741,,,2021-01-31 21:00:00,,1.0667185499965823,High Risk,0.958478453411206,dynamic_logistics
742,,,2021-01-31 22:00:00,,9.215504753905831,High Risk,0.995405452604622,dynamic_logistics
743,,,2021-01-31 23:00:00,,-1.1742870613754266,Moderate Risk,0.5631515727780824,dynamic_logistics
744,,,2021-02-01 00:00:00,,-0.1481380711290534,High Risk,0.9999930045975096,dynamic_logistics
745,,,2021-02-01 01:00:00,,-0.22928839724326,High Risk,0.9235506624744216,dynamic_logistics
746,,,2021-02-01 02:00:00,,1.389943422722456,High Risk,0.9870339391431237,dynamic_logistics
747,,,2021-02-01 03:00:00,,-0.4931834464411231,High Risk,0.8804348574173577,dynamic_logistics
748,,,2021-02-01 04:00:00,,9.812520910414587,Low Risk,0.0289675314707588,dynamic_logistics
749,,,2021-02-01 05:00:00,,8.197397211258519,High Risk,0.9990502227555874,dynamic_logistics
750,,,2021-02-01 06:00:00,,9.46106937069145,Moderate Risk,0.5134300418842763,dynamic_logistics
751,,,2021-02-01 07:00:00,,0.3510616589000914,High Risk,0.7419553566342635,dynamic_logistics
752,,,2021-02-01 08:00:00,,0.081809195832911,High Risk,0.999921412591204,dynamic_logistics
753,,,2021-02-01 09:00:00,,6.82950952538844,High Risk,0.9569382481852078,dynamic_logistics
754,,,2021-02-01 10:00:00,,1.1869349943149443,High Risk,0.9384412145513048,dynamic_logistics
755,,,2021-02-01 11:00:00,,1.5503205042287536,Moderate Risk,0.6949139238859818,dynamic_logistics
756,,,2021-02-01 12:00:00,,-1.853653062592312,Moderate Risk,0.3247906950257563,dynamic_logistics
757,,,2021-02-01 13:00:00,,9.127995266670464,High Risk,0.9959587415094732,dynamic_logistics
758,,,2021-02-01 14:00:00,,-1.5248636656088137,High Risk,0.8960886197407655,dynamic_logistics
759,,,2021-02-01 15:00:00,,-0.1162993422969353,Moderate Risk,0.4950228469734922,dynamic_logistics
760,,,2021-02-01 16:00:00,,-0.566225095513162,High Risk,0.9762519651792364,dynamic_logistics
761,,,2021-02-01 17:00:00,,9.617137106061774,Moderate Risk,0.386676063058225,dynamic_logistics
762,,,2021-02-01 18:00:00,,6.852759107101889,High Risk,0.9999921340041592,dynamic_logistics
763,,,2021-02-01 19:00:00,,-0.4105416209558583,High Risk,0.9525353899512282,dynamic_logistics
764,,,2021-02-01 20:00:00,,5.910360622918437,Low Risk,0.134840295088114,dynamic_logistics
765,,,2021-02-01 21:00:00,,-0.8713340645971517,High Risk,0.9999996566014324,dynamic_logistics
766,,,2021-02-01 22:00:00,,9.710322825145278,High Risk,0.9950586688344222,dynamic_logistics
767,,,2021-02-01 23:00:00,,8.47699070191353,Moderate Risk,0.641311705838133,dynamic_logistics
768,,,2021-02-02 00:00:00,,-1.985113542808087,High Risk,0.9999999782819532,dynamic_logistics
769,,,2021-02-02 01:00:00,,5.616990044202029,High Risk,0.8850719394451623,dynamic_logistics
770,,,2021-02-02 02:00:00,,9.999047705011357,High Risk,0.9999999595441438,dynamic_logistics
771,,,2021-02-02 03:00:00,,1.239436611441207,High Risk,0.9999597583565112,dynamic_logistics
772,,,2021-02-02 04:00:00,,9.06634689166697,High Risk,0.824474217951936,dynamic_logistics
773,,,2021-02-02 05:00:00,,0.6115355708412578,High Risk,0.989468601683058,dynamic_logistics
774,,,2021-02-02 06:00:00,,5.535708423831611,High Risk,0.999835348769906,dynamic_logistics
775,,,2021-02-02 07:00:00,,8.149299700991225,Low Risk,0.2295634597928301,dynamic_logistics
776,,,2021-02-02 08:00:00,,2.979371644465669,Moderate Risk,0.3390666697590184,dynamic_logistics
777,,,2021-02-02 09:00:00,,3.691392781020041,Moderate Risk,0.5038064885145347,dynamic_logistics
778,,,2021-02-02 10:00:00,,9.835357951458075,High Risk,0.999909024188592,dynamic_logistics
779,,,2021-02-02 11:00:00,,-1.2740360870645893,High Risk,0.7185751243111309,dynamic_logistics
780,,,2021-02-02 12:00:00,,8.05973763567877,High Risk,0.9999851703169912,dynamic_logistics
781,,,2021-02-02 13:00:00,,9.96515175342271,Moderate Risk,0.528703971566786,dynamic_logistics
782,,,2021-02-02 14:00:00,,6.465888648063604,Low Risk,0.0089767576224976,dynamic_logistics
783,,,2021-02-02 15:00:00,,3.640852143210255,High Risk,0.9999473888282214,dynamic_logistics
