shipment_id,num_legs,total_delay,max_delay,avg_delay
691,32,-10303.0,1440.0,-321.96875
692,32,-14204.0,358.5,-443.875
693,32,-14267.0,900.0,-445.84375
694,32,-10968.0,2086.0,-342.75
695,32,-12610.0,1141.0,-394.0625
696,32,-4072.0,7832.0,-127.25
697,32,-7710.0,7868.0,-240.9375
698,32,-12737.0,1158.0,-398.03125
699,32,-7496.0,8957.0,-234.25
700,32,-2745.0,2215.0,-85.78125
701,32,-7563.0,444.0,-236.34375
702,32,-3651.0,2917.0,-114.09375
703,32,-8923.0,3740.0,-278.84375
704,32,53800.5,65634.0,1681.265625
705,32,-9019.5,4520.0,-281.859375
706,32,-11227.5,4246.0,-350.859375
707,32,-15181.0,495.0,-474.40625
708,32,-14407.0,961.0,-450.21875
709,32,-15565.0,501.0,-486.40625
710,32,-21.0,13734.0,-0.65625
711,32,-1135.5,9005.0,-35.484375
712,32,-2805.5,1346.0,-87.671875
713,32,-14725.0,681.0,-460.15625
714,32,-8737.5,811.0,-273.046875
715,32,-5530.0,2198.0,-172.8125
716,32,-8859.0,994.0,-276.84375
717,32,-12324.0,3936.0,-385.125
718,32,9885.5,23318.0,308.921875
719,32,10936.5,13810.0,341.765625
720,32,-14081.0,3463.0,-440.03125
721,32,-13037.0,875.0,-407.40625
722,32,10346.5,9624.0,323.328125
723,32,-11697.0,836.0,-365.53125
724,32,-6852.5,678.0,-214.140625
725,32,492.5,3746.0,15.390625
726,32,-13252.5,1679.0,-414.140625
727,32,-9956.5,1943.0,-311.140625
728,32,-14417.0,786.0,-450.53125
729,32,1480.5,1496.0,46.265625
730,32,-11746.0,358.5,-367.0625
731,32,-17707.0,1255.0,-553.34375
732,32,-17369.0,358.5,-542.78125
733,32,-13198.0,1000.0,-412.4375
734,32,-6852.5,869.0,-214.140625
735,32,-13328.5,919.0,-416.515625
736,32,-21683.0,1450.0,-677.59375
737,32,-9743.0,1652.0,-304.46875
738,32,-8439.0,2688.0,-263.71875
739,32,-9540.5,647.0,-298.140625
740,32,1355.5,1441.0,42.359375
741,32,-10708.0,1205.0,-334.625
742,32,-11367.0,721.0,-355.21875
743,32,-20761.5,859.0,-648.796875
744,32,15959.0,25222.0,498.71875
745,32,-14870.0,713.0,-464.6875
746,32,32240.5,16670.0,1007.515625
747,32,-4827.5,2304.0,-150.859375
748,32,-11373.5,1160.0,-355.421875
749,32,-11646.5,645.0,-363.953125
750,32,-16131.5,1516.0,-504.109375
751,32,1190.5,4396.0,37.203125
752,32,-13743.0,1286.0,-429.46875
753,32,-5356.0,5596.0,-167.375
754,32,-15794.0,954.0,-493.5625
755,32,-9215.5,2766.0,-287.984375
756,32,-4281.0,2524.0,-133.78125
757,32,-8955.5,880.0,-279.859375
758,32,-16089.0,881.0,-502.78125
759,32,-12395.5,801.0,-387.359375
760,32,-6542.0,898.0,-204.4375
761,32,-12327.0,637.0,-385.21875
762,32,-16228.0,924.0,-507.125
763,32,-13007.0,727.0,-406.46875
764,32,-13325.0,806.0,-416.40625
765,32,-17747.5,926.0,-554.609375
766,32,-13039.0,557.0,-407.46875
767,32,-14916.0,538.0,-466.125
768,32,-12411.0,754.0,-387.84375
769,32,-16963.0,1025.0,-530.09375
770,32,-15762.5,518.0,-492.578125
771,32,-8093.0,1957.0,-252.90625
772,32,-11767.0,1047.0,-367.71875
773,32,-10595.0,358.5,-331.09375
774,32,-6555.5,3321.0,-204.859375
775,32,-14322.0,850.0,-447.5625
776,32,-14152.0,1262.0,-442.25
777,32,-8971.0,1260.0,-280.34375
778,32,-4751.5,1126.0,-148.484375
779,32,-13701.5,553.0,-428.171875
780,32,-16281.0,358.5,-508.78125
781,32,-4195.5,2546.0,-131.109375
782,32,-17125.0,534.0,-535.15625
783,32,-13542.0,541.0,-423.1875
784,32,-14675.5,262.0,-458.609375
785,32,4525.0,13066.0,141.40625
786,32,-6218.5,7790.0,-194.328125
787,32,-11027.0,4754.0,-344.59375
788,32,-8037.0,1377.0,-251.15625
789,32,-14980.0,857.0,-468.125
790,32,-6312.5,4609.0,-197.265625
791,32,-11234.5,4060.0,-351.078125
792,32,-13824.0,358.5,-432.0
793,32,-12157.0,709.0,-379.90625
794,32,-3866.5,2011.0,-120.828125
795,32,-10158.0,1366.0,-317.4375
796,32,-19876.0,1023.0,-621.125
797,32,-15025.0,1044.0,-469.53125
798,32,45.0,8220.0,1.40625
799,32,-13333.0,358.5,-416.65625
800,32,-7916.0,2324.0,-247.375
801,32,-20993.5,222.0,-656.046875
802,32,-258.0,7700.0,-8.0625
803,32,-13852.0,2532.0,-432.875
804,32,-9287.0,4967.0,-290.21875
805,32,-15049.5,1233.0,-470.296875
806,32,-8171.0,2016.0,-255.34375
807,32,-16343.0,433.0,-510.71875
808,32,-16123.5,1003.0,-503.859375
809,32,-12144.5,666.0,-379.515625
810,32,-14248.0,358.5,-445.25
811,32,-3539.0,8428.0,-110.59375
812,32,-14326.5,1006.0,-447.703125
813,32,-11443.0,2026.0,-357.59375
814,32,2855.5,1989.0,89.234375
815,32,-15167.5,946.0,-473.984375
816,32,-15638.0,585.0,-488.6875
817,32,-6330.5,6473.0,-197.828125
818,32,-15221.0,832.0,-475.65625
819,32,-15015.0,358.5,-469.21875
820,32,-11115.0,933.0,-347.34375
821,32,-11029.5,1458.0,-344.671875
822,32,21418.0,30227.0,669.3125
823,32,-15271.0,987.0,-477.21875
824,32,63511.0,74560.0,1984.71875
825,32,-13025.0,582.0,-407.03125
826,32,-3786.0,6352.0,-118.3125
827,32,-8053.5,5173.0,-251.671875
828,32,-14158.0,358.5,-442.4375
829,32,-11197.5,827.0,-349.921875
830,32,25157.5,15604.0,786.171875
831,32,-17166.0,960.0,-536.4375
832,32,-12527.0,1843.0,-391.46875
833,32,-5469.5,2964.0,-170.921875
834,32,-19899.5,1030.0,-621.859375
835,32,-16425.0,742.0,-513.28125
836,32,-14234.0,358.5,-444.8125
837,32,-12637.0,626.0,-394.90625
838,32,-13374.0,586.0,-417.9375
839,32,-15409.0,446.0,-481.53125
840,32,-4610.5,2101.0,-144.078125
841,32,-19696.5,304.0,-615.515625
842,32,-16026.0,663.0,-500.8125
843,32,2472.0,11492.0,77.25
844,32,-11563.5,253.0,-361.359375
845,32,-4226.5,850.0,-132.078125
846,32,-18289.0,358.5,-571.53125
847,32,-12924.5,1252.0,-403.890625
848,32,-18677.0,366.0,-583.65625
849,32,-12566.0,585.0,-392.6875
850,32,-16999.0,1215.0,-531.21875
851,32,-14582.0,1116.0,-455.6875
852,32,-14342.0,2177.0,-448.1875
853,32,-13156.5,819.0,-411.140625
854,32,6594.0,15112.0,206.0625
855,32,-9129.5,1162.0,-285.296875
856,32,-14918.0,1131.0,-466.1875
857,32,-11322.0,358.5,-353.8125
858,32,10802.5,6479.0,337.578125
859,32,-17229.0,358.5,-538.40625
860,32,-14360.0,1263.0,-448.75
861,32,9471.0,18054.0,295.96875
862,32,-11022.5,2884.0,-344.453125
863,32,-3476.0,4240.0,-108.625
864,32,-1483.5,5883.0,-46.359375
865,32,-7131.0,1990.0,-222.84375
866,32,-14727.0,511.0,-460.21875
867,32,-3299.0,2048.0,-103.09375
868,32,19552.5,14608.0,611.015625
869,32,-13157.5,646.0,-411.171875
870,32,-10112.0,358.5,-316.0
871,32,-7019.0,3776.0,-219.34375
872,32,10719.5,10652.0,334.984375
873,32,-7552.0,475.0,-236.0
874,32,-17665.5,519.0,-552.046875
875,32,-13472.0,1987.0,-421.0
876,32,-15208.5,879.0,-475.265625
877,32,-15716.0,975.0,-491.125
878,32,-7019.0,2518.0,-219.34375
879,32,-16145.5,465.0,-504.546875
880,32,-12233.0,875.0,-382.28125
881,32,-8857.0,3067.0,-276.78125
882,32,-18554.0,771.0,-579.8125
883,32,-14446.5,2115.0,-451.453125
884,32,-15799.5,1170.0,-493.734375
885,32,-19293.0,1178.0,-602.90625
886,32,-10098.0,1865.0,-315.5625
887,32,-17371.5,532.0,-542.859375
888,32,-11832.0,1509.0,-369.75
889,32,-7535.0,2289.0,-235.46875
890,32,-16079.5,1770.0,-502.484375
891,32,-9071.0,4359.0,-283.46875
892,32,-19826.0,790.0,-619.5625
893,32,-3477.0,3239.0,-108.65625
894,32,-17241.5,601.0,-538.796875
895,32,5811.5,4287.0,181.609375
896,32,-2506.0,8630.0,-78.3125
897,32,-951.5,2896.0,-29.734375
898,32,-11104.5,1224.0,-347.015625
899,32,3339.0,4499.0,104.34375
900,32,-14694.0,358.5,-459.1875
901,32,-11559.0,1090.0,-361.21875
902,32,-18991.0,1197.0,-593.46875
903,32,-15088.5,982.0,-471.515625
904,32,-14064.0,361.0,-439.5
905,32,-5055.5,691.0,-157.984375
906,32,-5256.0,4595.0,-164.25
907,32,-15874.0,895.0,-496.0625
908,32,-6740.0,3681.0,-210.625
909,32,-3965.0,3709.0,-123.90625
910,32,13838.0,24132.0,432.4375
911,32,-6330.0,2157.0,-197.8125
912,32,42334.5,54039.0,1322.953125
913,32,-10855.0,3612.0,-339.21875
914,32,-8126.5,673.0,-253.953125
915,32,-14597.5,1685.0,-456.171875
916,32,-15177.0,358.5,-474.28125
917,32,-17151.0,1292.0,-535.96875
918,32,-4363.0,4563.0,-136.34375
919,32,-19778.0,2518.0,-618.0625
920,32,-19302.0,1439.0,-603.1875
921,32,1784.5,5016.0,55.765625
922,32,-7361.0,391.0,-230.03125
923,32,-15143.0,1659.0,-473.21875
924,32,-17255.5,850.0,-539.234375
925,32,6636.5,15372.0,207.390625
926,32,-4166.0,4516.0,-130.1875
927,32,-14749.0,519.0,-460.90625
928,32,7301.0,8488.0,228.15625
929,32,-4298.0,2915.0,-134.3125
930,32,-11132.0,751.0,-347.875
931,32,-8782.0,1767.0,-274.4375
932,32,-14820.0,1197.0,-463.125
933,32,-15958.0,674.0,-498.6875
934,32,-12322.0,562.0,-385.0625
935,32,-21138.5,2244.0,-660.578125
936,32,-7202.0,3961.0,-225.0625
937,32,-12718.5,807.0,-397.453125
938,32,-13005.5,1033.0,-406.421875
939,32,66253.0,74826.0,2070.40625
940,32,-328.5,928.0,-10.265625
941,32,13398.5,7563.0,418.703125
942,32,-17814.0,2340.0,-556.6875
943,32,-13699.5,4120.0,-428.109375
944,32,-12407.0,539.0,-387.71875
945,32,-15736.0,358.5,-491.75
946,32,-9578.0,1046.0,-299.3125
947,32,-10727.0,523.0,-335.21875
948,32,-13972.0,677.0,-436.625
949,32,-14941.5,2152.0,-466.921875
950,32,-784.5,4935.0,-24.515625
951,32,-15930.0,358.5,-497.8125
952,32,-14184.0,675.0,-443.25
953,32,-7002.0,472.0,-218.8125
954,32,-13537.0,1118.0,-423.03125
955,32,-19054.0,358.5,-595.4375
956,32,-3885.0,3315.0,-121.40625
957,32,-11147.0,580.0,-348.34375
958,32,-15269.0,431.0,-477.15625
959,32,-10549.5,395.0,-329.671875
960,32,-5225.0,6423.0,-163.28125
961,32,-796.0,10060.0,-24.875
962,32,402.0,9720.0,12.5625
963,32,-14925.0,358.5,-466.40625
964,32,-3331.0,5429.0,-104.09375
965,32,-19797.0,962.0,-618.65625
966,32,-12319.0,408.0,-384.96875
967,32,-17156.5,850.0,-536.140625
968,32,-10114.0,942.0,-316.0625
969,32,-13272.0,1040.0,-414.75
970,32,-9299.0,358.5,-290.59375
971,32,-14586.5,789.0,-455.828125
972,32,-14568.5,1150.0,-455.265625
973,32,-3816.0,7933.0,-119.25
974,32,-15901.5,1405.0,-496.921875
975,32,-17597.0,358.5,-549.90625
976,32,-17379.0,1468.0,-543.09375
977,32,19354.5,14937.0,604.828125
978,32,-11701.0,448.0,-365.65625
979,32,-15397.0,898.0,-481.15625
980,32,-10686.0,6780.0,-333.9375
981,32,-15907.0,920.0,-497.09375
982,32,-21234.0,2203.0,-663.5625
983,32,-5604.0,1257.0,-175.125
984,32,-12700.5,934.0,-396.890625
985,32,6131.5,16500.0,191.609375
986,32,-17328.5,151.0,-541.515625
987,32,-4226.0,4462.0,-132.0625
988,32,-13297.5,2477.0,-415.546875
989,32,-14400.5,151.0,-450.015625
990,32,-16253.0,761.0,-507.90625
991,32,-315.5,2165.0,-9.859375
992,32,-6191.0,3939.0,-193.46875
993,32,-15199.0,689.0,-474.96875
994,32,-6882.5,977.0,-215.078125
995,32,-18662.0,523.0,-583.1875
996,32,-14123.5,984.0,-441.359375
997,32,-2592.5,7783.0,-81.015625
998,32,-11849.0,815.0,-370.28125
999,32,26661.5,21300.0,833.171875
1000,32,-15817.0,900.0,-494.28125
1001,32,-16662.0,770.0,-520.6875
1002,32,-14740.5,1557.0,-460.640625
1003,32,-11480.0,1512.0,-358.75
1004,32,6446.0,17160.0,201.4375
1005,32,-11598.5,858.0,-362.453125
1006,32,-12186.0,419.0,-380.8125
1007,32,-11667.5,879.0,-364.609375
1008,32,-12515.0,944.0,-391.09375
1009,32,-11006.0,2388.0,-343.9375
1010,32,-18079.0,1151.0,-564.96875
1011,32,-18857.0,1207.0,-589.28125
1012,32,-14979.0,1401.0,-468.09375
1013,32,-17350.0,1794.0,-542.1875
1014,32,-8361.0,2753.0,-261.28125
1015,32,-16341.5,891.0,-510.671875
1016,32,-12830.0,1464.0,-400.9375
1017,32,-10609.0,1787.0,-331.53125
1018,32,768.0,3644.0,24.0
1019,32,-14679.0,910.0,-458.71875
1020,32,-20412.5,903.0,-637.890625
1021,32,10351.5,23340.0,323.484375
1022,32,6437.5,6159.0,201.171875
1023,32,-9860.5,2588.0,-308.140625
1024,32,-16121.0,358.5,-503.78125
1025,32,-9238.5,1086.0,-288.703125
1026,32,-12567.0,358.5,-392.71875
1027,32,-8628.5,441.0,-269.640625
1028,32,-6437.0,1416.0,-201.15625
1029,32,-478.0,9060.0,-14.9375
1030,32,-16606.5,696.0,-518.953125
1031,32,-974.0,2771.0,-30.4375
1032,32,69937.0,81313.0,2185.53125
1033,32,-12657.0,782.0,-395.53125
1034,32,-18861.5,377.0,-589.421875
1035,32,-12340.5,913.0,-385.640625
1036,32,-13208.0,668.0,-412.75
1037,32,11770.5,25490.0,367.828125
1038,32,-2255.0,6481.0,-70.46875
1039,32,4886.0,18036.0,152.6875
1040,32,-938.0,9939.0,-29.3125
1041,32,-11163.0,1374.0,-348.84375
1042,32,-13943.5,998.0,-435.734375
1043,32,-11040.0,986.0,-345.0
1044,32,-5837.0,4685.0,-182.40625
1045,32,-16177.0,358.5,-505.53125
1046,32,-9551.5,3162.0,-298.484375
1047,32,567.5,4982.0,17.734375
1048,32,-11442.0,1188.0,-357.5625
1049,32,-16245.0,358.5,-507.65625
1050,32,-12515.5,769.0,-391.109375
1051,32,-9518.5,556.0,-297.453125
1052,32,-8233.0,3118.0,-257.28125
1053,32,-12760.0,2403.0,-398.75
1054,32,-5174.0,4602.0,-161.6875
1055,32,-17159.5,661.0,-536.234375
1056,32,-12520.5,1385.0,-391.265625
1057,32,-11732.0,725.0,-366.625
1058,32,-12747.0,4440.0,-398.34375
1059,32,-15656.0,1192.0,-489.25
1060,32,-12329.0,687.0,-385.28125
1061,32,-13171.0,1329.0,-411.59375
1062,32,-13231.5,1699.0,-413.484375
1063,32,-5348.5,1058.0,-167.140625
1064,32,13592.0,17887.0,424.75
1065,32,-16880.5,973.0,-527.515625
1066,32,-15080.5,6836.0,-471.265625
1067,32,-15249.0,358.5,-476.53125
1068,32,-377.0,5869.0,-11.78125
1069,32,-21606.5,1000.0,-675.203125
1070,32,-17224.0,389.0,-538.25
1071,32,-15594.5,981.0,-487.328125
1072,32,-15391.5,905.0,-480.984375
1073,32,-10222.0,1118.0,-319.4375
1074,32,-12886.0,1347.0,-402.6875
1075,32,-1186.0,4282.0,-37.0625
1076,32,-16630.0,2735.0,-519.6875
1077,32,-13006.0,2071.0,-406.4375
1078,32,39891.5,37427.0,1246.609375
1079,32,-13680.0,824.0,-427.5
1080,32,-15965.5,1441.0,-498.921875
1081,32,-13706.5,1274.0,-428.328125
1082,32,-6449.0,3862.0,-201.53125
1083,32,-11205.0,358.5,-350.15625
1084,32,-15591.0,935.0,-487.21875
1085,32,-9374.0,601.0,-292.9375
1086,32,-9209.5,4885.0,-287.796875
1087,32,-13926.5,916.0,-435.203125
1088,32,1470.5,960.0,45.953125
1089,32,-15414.5,1655.0,-481.703125
1090,32,-16427.5,151.0,-513.359375
1091,32,-3906.0,9020.0,-122.0625
1092,32,-20346.5,1180.0,-635.828125
1093,32,-20849.5,341.0,-651.546875
1094,32,19524.0,28531.0,610.125
1095,32,-14051.0,699.0,-439.09375
1096,32,-20176.5,958.0,-630.515625
1097,32,-17989.0,1004.0,-562.15625
1098,32,5864.5,14299.0,183.265625
1099,32,-14608.0,367.0,-456.5
1100,32,-15536.5,971.0,-485.515625
1101,32,-14315.0,2250.0,-447.34375
1102,32,-18861.0,990.0,-589.40625
1103,32,-21823.0,793.0,-681.96875
1104,32,-9827.5,922.0,-307.109375
1105,32,1316.0,12600.0,41.125
1106,32,-11110.0,358.5,-347.1875
1107,32,-7900.5,1122.0,-246.890625
1108,32,57.0,2915.0,1.78125
1109,32,-15653.0,495.0,-489.15625
1110,32,-5695.0,4574.0,-177.96875
1111,32,-10308.0,1312.0,-322.125
1112,32,1409.5,7504.0,44.046875
1113,32,2906.0,8567.0,90.8125
1114,32,-14887.0,814.0,-465.21875
1115,32,-9210.0,3464.0,-287.8125
1116,32,-15342.0,1491.0,-479.4375
1117,32,-6490.0,2859.0,-202.8125
1118,32,-11046.5,836.0,-345.203125
1119,32,-4817.5,3961.0,-150.546875
1120,32,-10195.5,1734.0,-318.609375
1121,32,-10255.0,1319.0,-320.46875
1122,32,-14345.0,737.0,-448.28125
1123,32,-13621.0,358.5,-425.65625
1124,32,2300.5,6394.0,71.890625
1125,32,-8259.5,1070.0,-258.109375
1126,32,-11300.5,1139.0,-353.140625
1127,32,9038.5,6022.0,282.453125
1128,32,-10543.0,1424.0,-329.46875
1129,32,-14351.0,421.0,-448.46875
1130,32,-1361.0,8175.0,-42.53125
1131,32,-15398.0,472.0,-481.1875
1132,32,-10555.0,709.0,-329.84375
1133,32,9269.0,15398.0,289.65625
1134,32,-10931.0,358.5,-341.59375
1135,32,-17072.0,3727.0,-533.5
1136,32,-3881.0,1076.0,-121.28125
1137,32,-9885.0,1030.0,-308.90625
1138,32,-21424.5,675.0,-669.515625
1139,32,-13161.5,826.0,-411.296875
1140,32,-11354.0,779.0,-354.8125
1141,32,-13552.0,995.0,-423.5
1142,32,-9973.0,1036.0,-311.65625
1143,32,-14797.0,758.0,-462.40625
1144,32,-10009.5,892.0,-312.796875
1145,32,-14362.0,358.5,-448.8125
1146,32,8825.5,15789.0,275.796875
1147,32,-15604.5,1034.0,-487.640625
1148,32,-17806.5,856.0,-556.453125
1149,32,-19676.0,3001.0,-614.875
1150,32,-16123.0,978.0,-503.84375
1151,32,-14349.0,2934.0,-448.40625
1152,32,-14508.0,1823.0,-453.375
1153,32,-9563.0,2278.0,-298.84375
1154,32,-12936.0,358.5,-404.25
1155,32,5476.0,12741.0,171.125
1156,32,-11350.5,681.0,-354.703125
1157,32,-12108.0,1033.0,-378.375
1158,32,-18027.0,358.5,-563.34375
1159,32,-11763.0,401.0,-367.59375
1160,32,-16033.0,882.0,-501.03125
1161,32,-1197.5,2843.0,-37.421875
1162,32,-14844.0,559.0,-463.875
1163,32,-16824.0,1132.0,-525.75
1164,32,-13597.0,358.5,-424.90625
1165,32,-2627.0,5090.0,-82.09375
1166,32,-8854.0,1801.0,-276.6875
1167,32,-12543.0,899.0,-391.96875
1168,32,-10868.0,3635.0,-339.625
1169,32,-9967.0,1015.0,-311.46875
1170,32,-9439.0,823.0,-294.96875
1171,32,-15251.5,5045.0,-476.609375
1172,32,11622.0,23340.0,363.1875
1173,32,-13651.0,2314.0,-426.59375
1174,32,5454.0,9566.0,170.4375
1175,32,-3060.5,1940.0,-95.640625
1176,32,-6131.0,2476.0,-191.59375
1177,32,-16619.5,746.0,-519.359375
1178,32,-12734.5,1764.0,-397.953125
1179,32,-11896.0,1929.0,-371.75
1180,32,-12661.5,543.0,-395.671875
1181,32,83469.5,79081.0,2608.421875
1182,32,-4827.5,1145.0,-150.859375
1183,32,-14367.0,358.5,-448.96875
1184,32,-6277.0,1441.0,-196.15625
1185,32,8066.5,16560.0,252.078125
1186,32,-3643.0,1813.0,-113.84375
1187,32,-13650.0,358.5,-426.5625
1188,32,-14462.0,467.0,-451.9375
1189,32,-8849.0,1833.0,-276.53125
1190,32,-13636.0,960.0,-426.125
1191,32,1446.0,13138.0,45.1875
1192,32,-8860.0,1947.0,-276.875
1193,32,-7350.0,5751.0,-229.6875
1194,32,-6781.0,1075.0,-211.90625
1195,32,-15791.5,883.0,-493.484375
1196,32,-16980.0,1366.0,-530.625
1197,32,66901.5,75869.0,2090.671875
1198,32,-9699.5,943.0,-303.109375
1199,32,-12492.0,460.0,-390.375
1200,32,-12856.0,1084.0,-401.75
1201,32,2266.0,14280.0,70.8125
1202,32,-6095.0,1305.0,-190.46875
1203,32,-13188.0,2010.0,-412.125
1204,32,-13877.0,1236.0,-433.65625
1205,32,-14263.5,1438.0,-445.734375
1206,32,-11204.0,358.5,-350.125
1207,32,-13504.0,2799.0,-422.0
1208,32,-9537.0,3645.0,-298.03125
1209,32,-6328.5,2004.0,-197.765625
1210,32,-15451.5,920.0,-482.859375
1211,32,-8783.0,929.0,-274.46875
1212,32,-14849.0,2171.0,-464.03125
1213,32,-16055.0,949.0,-501.71875
1214,32,-16502.5,737.0,-515.703125
1215,32,-16627.0,837.0,-519.59375
1216,32,-7305.0,4152.0,-228.28125
1217,32,8794.5,3794.0,274.828125
1218,32,-10648.0,358.5,-332.75
1219,32,-14552.0,644.0,-454.75
1220,32,-11317.0,741.0,-353.65625
1221,32,-13792.0,849.0,-431.0
1222,32,-1867.5,4928.0,-58.359375
1223,32,-18314.5,914.0,-572.328125
1224,32,-17173.0,358.5,-536.65625
1225,32,-6415.5,1373.0,-200.484375
1226,32,-3583.5,1775.0,-111.984375
1227,32,-11247.0,3121.0,-351.46875
1228,32,-6097.0,4532.0,-190.53125
1229,32,-11669.0,358.5,-364.65625
1230,32,-14803.0,2969.0,-462.59375
1231,32,25453.0,29352.0,795.40625
1232,32,3522.5,4744.0,110.078125
1233,32,-11530.0,358.5,-360.3125
1234,32,-20965.5,870.0,-655.171875
1235,32,-15001.5,2162.0,-468.796875
1236,32,-12126.0,972.0,-378.9375
1237,32,-17125.0,1205.0,-535.15625
1238,32,-10251.5,748.0,-320.359375
1239,32,-13117.5,824.0,-409.921875
1240,32,-1469.5,4560.0,-45.921875
1241,32,6635.5,4424.0,207.359375
1242,32,-11993.0,667.0,-374.78125
1243,32,-20542.0,638.0,-641.9375
1244,32,-12264.5,1085.0,-383.265625
1245,32,-12112.0,1790.0,-378.5
1246,32,-11209.0,1968.0,-350.28125
1247,32,-4937.0,3001.0,-154.28125
1248,32,-12717.5,681.0,-397.421875
1249,32,-9413.0,1235.0,-294.15625
1250,32,-13869.5,1362.0,-433.421875
1251,32,-19325.0,748.0,-603.90625
1252,32,-11965.0,1193.0,-373.90625
1253,32,-1748.5,1738.0,-54.640625
1254,32,-15535.0,882.0,-485.46875
1255,32,-16206.5,635.0,-506.453125
1256,32,-8641.0,820.0,-270.03125
1257,32,-5256.0,2410.0,-164.25
1258,32,-8940.0,852.0,-279.375
1259,32,-19318.5,657.0,-603.703125
1260,32,-10745.0,912.0,-335.78125
1261,32,-15107.0,358.5,-472.09375
1262,32,-11512.0,436.0,-359.75
1263,32,-14410.5,824.0,-450.328125
1264,32,-7192.5,1548.0,-224.765625
1265,32,-5620.5,1169.0,-175.640625
1266,32,-14854.5,890.0,-464.203125
1267,32,-9029.0,887.0,-282.15625
1268,32,-11806.0,1853.0,-368.9375
1269,32,-16597.0,1157.0,-518.65625
1270,32,-6149.0,875.0,-192.15625
1271,32,-13026.5,652.0,-407.078125
1272,32,8732.5,14360.0,272.890625
1273,32,-8016.5,793.0,-250.515625
1274,32,-7013.5,1921.0,-219.171875
1275,32,-16363.5,1997.0,-511.359375
1276,32,-6321.0,6037.0,-197.53125
1277,32,-8188.0,358.5,-255.875
1278,32,-11319.5,889.0,-353.734375
1279,32,-13140.0,1005.0,-410.625
1280,32,-12242.0,669.0,-382.5625
1281,32,19041.5,13349.0,595.046875
1282,32,-17274.0,358.5,-539.8125
1283,32,-10805.5,3211.0,-337.671875
1284,32,-15741.0,2247.0,-491.90625
1285,32,-12591.0,886.0,-393.46875
1286,32,-12984.0,4708.0,-405.75
1287,32,-13131.5,710.0,-410.359375
1288,32,-7468.0,3909.0,-233.375
1289,32,51597.0,62281.0,1612.40625
1290,32,1969.0,11526.0,61.53125
1291,32,-6203.0,5928.0,-193.84375
1292,32,9933.5,13147.0,310.421875
1293,32,-13406.0,885.0,-418.9375
1294,32,36363.5,32597.0,1136.359375
1295,32,-14046.0,654.0,-438.9375
1296,32,-5768.0,2056.0,-180.25
1297,32,43067.0,36201.0,1345.84375
1298,32,-13454.0,1029.0,-420.4375
1299,32,-20987.5,860.0,-655.859375
1300,32,-2745.0,8295.0,-85.78125
1301,32,785.0,10605.0,24.53125
1302,32,-4370.0,1706.0,-136.5625
1303,32,-16211.5,1378.0,-506.609375
1304,32,9595.0,20820.0,299.84375
1305,32,-13784.5,828.0,-430.765625
1306,32,-12724.0,1487.0,-397.625
1307,32,-14104.0,358.5,-440.75
1308,32,-8084.0,2225.0,-252.625
1309,32,-10125.0,482.0,-316.40625
1310,32,-8084.5,1207.0,-252.640625
1311,32,-7289.0,1128.0,-227.78125
1312,32,-1023.0,3563.0,-31.96875
1313,32,-13725.0,770.0,-428.90625
1314,32,-8928.0,2084.0,-279.0
1315,32,-14429.0,534.0,-450.90625
1316,32,-3883.0,8148.0,-121.34375
1317,32,-15875.5,1384.0,-496.109375
1318,32,-9704.5,962.0,-303.265625
1319,32,-9038.0,2528.0,-282.4375
1320,32,-5673.0,3549.0,-177.28125
1321,32,44004.0,59111.0,1375.125
1322,32,-16245.0,474.0,-507.65625
1323,32,-15688.0,476.0,-490.25
1324,32,-8569.0,830.0,-267.78125
1325,32,-10074.0,1464.0,-314.8125
1326,32,-11966.0,1218.0,-373.9375
1327,32,-15586.0,1103.0,-487.0625
1328,32,-16613.0,750.0,-519.15625
1329,32,-15495.0,1748.0,-484.21875
1330,32,-12127.5,727.0,-378.984375
1331,32,-13790.0,2618.0,-430.9375
1332,32,18426.5,29948.0,575.828125
1333,32,-12777.0,717.0,-399.28125
1334,32,14720.0,25500.0,460.0
1335,32,-14351.0,358.5,-448.46875
1336,32,-12250.0,358.5,-382.8125
1337,32,-7869.0,358.5,-245.90625
1338,32,22561.0,32776.0,705.03125
1339,32,-14660.0,1265.0,-458.125
1340,32,-10811.0,1573.0,-337.84375
1341,32,-12569.5,2177.0,-392.796875
1342,32,-18656.5,442.0,-583.015625
1343,32,-15938.0,1194.0,-498.0625
1344,32,-13602.0,946.0,-425.0625
1345,32,-13460.5,1021.0,-420.640625
1346,32,-14708.5,335.0,-459.640625
1347,32,-11938.5,2336.0,-373.078125
1348,32,-11194.0,624.0,-349.8125
1349,32,-11476.0,734.0,-358.625
1350,32,-6900.0,2323.0,-215.625
1351,32,-15754.0,401.0,-492.3125
1352,32,-8610.0,358.5,-269.0625
1353,32,-14364.0,1041.0,-448.875
1354,32,-6136.0,5522.0,-191.75
1355,32,-12886.0,913.0,-402.6875
1356,32,-9297.0,616.0,-290.53125
1357,32,-18783.0,741.0,-586.96875
1358,32,-7999.0,881.0,-249.96875
1359,32,3174.5,12751.0,99.203125
1360,32,-3804.0,2587.0,-118.875
1361,32,-5533.0,6679.0,-172.90625
1362,32,26090.5,12490.0,815.328125
1363,32,-13672.0,411.0,-427.25
1364,32,-11573.0,885.0,-361.65625
