shipment_id,origin,destination,dispatch_date,delivery_date,delay_days,disruption_type,risk_score,source,lead_time_days,delay_severity,month,weekday,quarter,year,route_risk_score
3463,,,2021-05-25 07:00:00,,0.833021379371115,High Risk,0.9999620118065196,dynamic_logistics,,,5,1,2,2021,
3464,,,2021-05-25 08:00:00,,9.281752665483282,High Risk,0.9990482543738228,dynamic_logistics,,,5,1,2,2021,
3465,,,2021-05-25 09:00:00,,-0.2540890138609479,High Risk,0.999930875888312,dynamic_logistics,,,5,1,2,2021,
3466,,,2021-05-25 10:00:00,,8.723738647430086,High Risk,0.9865174101803934,dynamic_logistics,,,5,1,2,2021,
3467,,,2021-05-25 11:00:00,,5.2778027396540095,High Risk,0.9702339623284932,dynamic_logistics,,,5,1,2,2021,
3468,,,2021-05-25 12:00:00,,8.72915874886618,High Risk,0.9925500847182448,dynamic_logistics,,,5,1,2,2021,
3469,,,2021-05-25 13:00:00,,9.884403141068358,High Risk,0.9982368876852956,dynamic_logistics,,,5,1,2,2021,
3470,,,2021-05-25 14:00:00,,8.707534511881693,High Risk,0.9895295303861068,dynamic_logistics,,,5,1,2,2021,
3471,,,2021-05-25 15:00:00,,3.1178414295128283,Moderate Risk,0.4557521927328857,dynamic_logistics,,,5,1,2,2021,
3472,,,2021-05-25 16:00:00,,-1.480390517653436,Moderate Risk,0.5858860494771048,dynamic_logistics,,,5,1,2,2021,
3473,,,2021-05-25 17:00:00,,0.0290374393440382,High Risk,0.8881809746397017,dynamic_logistics,,,5,1,2,2021,
3474,,,2021-05-25 18:00:00,,-1.828126992791563,Low Risk,0.0329556359166858,dynamic_logistics,,,5,1,2,2021,
3475,,,2021-05-25 19:00:00,,1.6657701360053885,High Risk,0.997480645038576,dynamic_logistics,,,5,1,2,2021,
3476,,,2021-05-25 20:00:00,,7.580338735752271,High Risk,0.9999434727423064,dynamic_logistics,,,5,1,2,2021,
3477,,,2021-05-25 21:00:00,,1.112916758834109,High Risk,0.9992290367850656,dynamic_logistics,,,5,1,2,2021,
3478,,,2021-05-25 22:00:00,,6.851994392048216,High Risk,0.9980005427743324,dynamic_logistics,,,5,1,2,2021,
3479,,,2021-05-25 23:00:00,,3.592580196288596,High Risk,0.9911719983329544,dynamic_logistics,,,5,1,2,2021,
3480,,,2021-05-26 00:00:00,,0.266573139702281,High Risk,0.8945694075804892,dynamic_logistics,,,5,2,2,2021,
3481,,,2021-05-26 01:00:00,,9.99374098199904,High Risk,0.9999998174239594,dynamic_logistics,,,5,2,2,2021,
3482,,,2021-05-26 02:00:00,,2.1017367494063173,High Risk,0.9871984030891472,dynamic_logistics,,,5,2,2,2021,
3483,,,2021-05-26 03:00:00,,9.380585978237306,High Risk,0.9999445677855812,dynamic_logistics,,,5,2,2,2021,
3484,,,2021-05-26 04:00:00,,9.294814955957078,High Risk,0.9998599613220328,dynamic_logistics,,,5,2,2,2021,
3485,,,2021-05-26 05:00:00,,-1.7180457067969073,High Risk,0.9996930395177376,dynamic_logistics,,,5,2,2,2021,
3486,,,2021-05-26 06:00:00,,9.81106262769641,High Risk,0.9992461273654116,dynamic_logistics,,,5,2,2,2021,
3487,,,2021-05-26 07:00:00,,7.816303111046853,High Risk,0.9776219216042432,dynamic_logistics,,,5,2,2,2021,
3488,,,2021-05-26 08:00:00,,6.354546568963002,Low Risk,0.1925738061024042,dynamic_logistics,,,5,2,2,2021,
3489,,,2021-05-26 09:00:00,,-1.9061240206734351,High Risk,0.9745032836779284,dynamic_logistics,,,5,2,2,2021,
3490,,,2021-05-26 10:00:00,,9.948311521030304,Low Risk,0.2764548091568682,dynamic_logistics,,,5,2,2,2021,
3491,,,2021-05-26 11:00:00,,9.297860253571786,High Risk,0.9630436559950426,dynamic_logistics,,,5,2,2,2021,
3492,,,2021-05-26 12:00:00,,9.077946212291288,High Risk,0.9999575037026704,dynamic_logistics,,,5,2,2,2021,
3493,,,2021-05-26 13:00:00,,9.600226992717994,High Risk,0.9984796120308989,dynamic_logistics,,,5,2,2,2021,
3494,,,2021-05-26 14:00:00,,2.658083224181082,High Risk,0.7569711209354193,dynamic_logistics,,,5,2,2,2021,
3495,,,2021-05-26 15:00:00,,9.9197615688812,High Risk,0.944073799991264,dynamic_logistics,,,5,2,2,2021,
3496,,,2021-05-26 16:00:00,,9.919016597696498,High Risk,0.9996927951033556,dynamic_logistics,,,5,2,2,2021,
3497,,,2021-05-26 17:00:00,,4.941197067269544,Moderate Risk,0.57004895941459,dynamic_logistics,,,5,2,2,2021,
3498,,,2021-05-26 18:00:00,,-1.918655683757728,High Risk,0.9949300052286424,dynamic_logistics,,,5,2,2,2021,
3499,,,2021-05-26 19:00:00,,7.613256755788406,Low Risk,0.0202185298950788,dynamic_logistics,,,5,2,2,2021,
3500,,,2021-05-26 20:00:00,,8.885164748333725,High Risk,0.9996477407183336,dynamic_logistics,,,5,2,2,2021,
3501,,,2021-05-26 21:00:00,,-1.4227129633787603,High Risk,0.9997596851686248,dynamic_logistics,,,5,2,2,2021,
3502,,,2021-05-26 22:00:00,,4.18655215244214,High Risk,0.8526133453042191,dynamic_logistics,,,5,2,2,2021,
3503,,,2021-05-26 23:00:00,,-1.7666069229397194,High Risk,0.9991588327385516,dynamic_logistics,,,5,2,2,2021,
3504,,,2021-05-27 00:00:00,,2.32271804868011,Moderate Risk,0.3210259288460649,dynamic_logistics,,,5,3,2,2021,
3505,,,2021-05-27 01:00:00,,5.14808693337398,Low Risk,0.0848177860891769,dynamic_logistics,,,5,3,2,2021,
3506,,,2021-05-27 02:00:00,,9.58672795184113,Moderate Risk,0.3335875142080234,dynamic_logistics,,,5,3,2,2021,
3507,,,2021-05-27 03:00:00,,1.8016401657838288,High Risk,0.9999694468701004,dynamic_logistics,,,5,3,2,2021,
3508,,,2021-05-27 04:00:00,,4.642696627462188,High Risk,0.9999823237877824,dynamic_logistics,,,5,3,2,2021,
3509,,,2021-05-27 05:00:00,,7.03595562052293,Low Risk,0.0687943367285585,dynamic_logistics,,,5,3,2,2021,
3510,,,2021-05-27 06:00:00,,0.8720469374753077,Low Risk,0.1653947060057082,dynamic_logistics,,,5,3,2,2021,
3511,,,2021-05-27 07:00:00,,-1.5794638313023155,High Risk,0.8937747240107137,dynamic_logistics,,,5,3,2,2021,
3512,,,2021-05-27 08:00:00,,1.9189792491705857,High Risk,0.93168753690245,dynamic_logistics,,,5,3,2,2021,
3513,,,2021-05-27 09:00:00,,9.84905023617294,Moderate Risk,0.6912895764081404,dynamic_logistics,,,5,3,2,2021,
3514,,,2021-05-27 10:00:00,,8.118468922096328,High Risk,0.943124097663937,dynamic_logistics,,,5,3,2,2021,
3515,,,2021-05-27 11:00:00,,3.144382447726304,High Risk,0.9872594929688177,dynamic_logistics,,,5,3,2,2021,
3516,,,2021-05-27 12:00:00,,-0.6046694394857397,High Risk,0.993973076697052,dynamic_logistics,,,5,3,2,2021,
3517,,,2021-05-27 13:00:00,,3.6019374372008155,Moderate Risk,0.6668319117097853,dynamic_logistics,,,5,3,2,2021,
3518,,,2021-05-27 14:00:00,,8.95368481750687,High Risk,0.9999994368943164,dynamic_logistics,,,5,3,2,2021,
3519,,,2021-05-27 15:00:00,,0.004938572671354,High Risk,0.996321699998772,dynamic_logistics,,,5,3,2,2021,
3520,,,2021-05-27 16:00:00,,1.638416105274458,Moderate Risk,0.4473207713699776,dynamic_logistics,,,5,3,2,2021,
3521,,,2021-05-27 17:00:00,,8.18684742393372,High Risk,0.9398058864459964,dynamic_logistics,,,5,3,2,2021,
3522,,,2021-05-27 18:00:00,,-1.0473737360955593,High Risk,0.9571257674185222,dynamic_logistics,,,5,3,2,2021,
3523,,,2021-05-27 19:00:00,,6.842532040662668,High Risk,0.9999644642626278,dynamic_logistics,,,5,3,2,2021,
3524,,,2021-05-27 20:00:00,,6.697565371063108,High Risk,0.999969600197743,dynamic_logistics,,,5,3,2,2021,
3525,,,2021-05-27 21:00:00,,9.256617737492244,High Risk,0.9998540439727202,dynamic_logistics,,,5,3,2,2021,
3526,,,2021-05-27 22:00:00,,-1.0840908362785775,High Risk,0.9716058220483822,dynamic_logistics,,,5,3,2,2021,
3527,,,2021-05-27 23:00:00,,0.6866218196830438,High Risk,0.981117440702782,dynamic_logistics,,,5,3,2,2021,
3528,,,2021-05-28 00:00:00,,9.999991861320249,Moderate Risk,0.5846711382604494,dynamic_logistics,,,5,4,2,2021,
3529,,,2021-05-28 01:00:00,,5.1570767410948335,Moderate Risk,0.4523621102399991,dynamic_logistics,,,5,4,2,2021,
3530,,,2021-05-28 02:00:00,,9.999991105002575,Moderate Risk,0.634039692833356,dynamic_logistics,,,5,4,2,2021,
3531,,,2021-05-28 03:00:00,,2.6631235373562623,High Risk,0.9955058392182948,dynamic_logistics,,,5,4,2,2021,
3532,,,2021-05-28 04:00:00,,0.1224111809880277,High Risk,0.9973735887179712,dynamic_logistics,,,5,4,2,2021,
3533,,,2021-05-28 05:00:00,,2.974346136975873,High Risk,0.9913348021162586,dynamic_logistics,,,5,4,2,2021,
3534,,,2021-05-28 06:00:00,,5.208648851637305,High Risk,0.9999960099882544,dynamic_logistics,,,5,4,2,2021,
3535,,,2021-05-28 07:00:00,,1.3728246885838042,High Risk,0.9999999997342768,dynamic_logistics,,,5,4,2,2021,
3536,,,2021-05-28 08:00:00,,0.6667199978413896,Moderate Risk,0.4168670597776571,dynamic_logistics,,,5,4,2,2021,
3537,,,2021-05-28 09:00:00,,8.774465715099613,High Risk,0.9482433263095952,dynamic_logistics,,,5,4,2,2021,
3538,,,2021-05-28 10:00:00,,0.5713837547389637,High Risk,0.9994649527570642,dynamic_logistics,,,5,4,2,2021,
3539,,,2021-05-28 11:00:00,,5.031877386676321,High Risk,0.7925109245906827,dynamic_logistics,,,5,4,2,2021,
3540,,,2021-05-28 12:00:00,,9.436314161080087,High Risk,0.99948133045965,dynamic_logistics,,,5,4,2,2021,
3541,,,2021-05-28 13:00:00,,-0.7738557481238582,High Risk,0.9950888164599472,dynamic_logistics,,,5,4,2,2021,
3542,,,2021-05-28 14:00:00,,9.98466593001691,Moderate Risk,0.5857954916372187,dynamic_logistics,,,5,4,2,2021,
3543,,,2021-05-28 15:00:00,,9.996104115891374,High Risk,0.99955992709549,dynamic_logistics,,,5,4,2,2021,
3544,,,2021-05-28 16:00:00,,5.293118251495673,High Risk,0.9365317119443806,dynamic_logistics,,,5,4,2,2021,
3545,,,2021-05-28 17:00:00,,9.966011774359467,Moderate Risk,0.5952840147190646,dynamic_logistics,,,5,4,2,2021,
3546,,,2021-05-28 18:00:00,,7.713010011210517,Low Risk,0.025423795057672,dynamic_logistics,,,5,4,2,2021,
3547,,,2021-05-28 19:00:00,,7.153648714633377,High Risk,0.9371404650799282,dynamic_logistics,,,5,4,2,2021,
3548,,,2021-05-28 20:00:00,,3.867797023175675,High Risk,0.999999998425404,dynamic_logistics,,,5,4,2,2021,
3549,,,2021-05-28 21:00:00,,8.730342928055862,High Risk,0.9306195794569744,dynamic_logistics,,,5,4,2,2021,
3550,,,2021-05-28 22:00:00,,9.333026928687882,High Risk,0.9852607793316168,dynamic_logistics,,,5,4,2,2021,
3551,,,2021-05-28 23:00:00,,1.3681968716183457,Low Risk,0.0307529705824439,dynamic_logistics,,,5,4,2,2021,
3552,,,2021-05-29 00:00:00,,9.457950878403972,Low Risk,0.2368466942327256,dynamic_logistics,,,5,5,2,2021,
3553,,,2021-05-29 01:00:00,,0.7418119333833868,High Risk,0.9844866718172286,dynamic_logistics,,,5,5,2,2021,
3554,,,2021-05-29 02:00:00,,8.026300472975631,High Risk,0.995963245461118,dynamic_logistics,,,5,5,2,2021,
3555,,,2021-05-29 03:00:00,,-0.7933216679388415,High Risk,0.9229554202735032,dynamic_logistics,,,5,5,2,2021,
3556,,,2021-05-29 04:00:00,,-1.9971255187756567,Moderate Risk,0.4739150586769705,dynamic_logistics,,,5,5,2,2021,
3557,,,2021-05-29 05:00:00,,5.34557067270265,Low Risk,0.0591702533697114,dynamic_logistics,,,5,5,2,2021,
3558,,,2021-05-29 06:00:00,,7.63342485479032,High Risk,0.7359341142441419,dynamic_logistics,,,5,5,2,2021,
3559,,,2021-05-29 07:00:00,,-0.2970182175677411,Moderate Risk,0.4894139778516275,dynamic_logistics,,,5,5,2,2021,
3560,,,2021-05-29 08:00:00,,1.9681410161610435,High Risk,0.8845094762189983,dynamic_logistics,,,5,5,2,2021,
3561,,,2021-05-29 09:00:00,,3.591822755292488,High Risk,0.9998139213260668,dynamic_logistics,,,5,5,2,2021,
3562,,,2021-05-29 10:00:00,,9.939928413537563,High Risk,0.9929527894106124,dynamic_logistics,,,5,5,2,2021,
3563,,,2021-05-29 11:00:00,,4.845219531825267,High Risk,0.7100282600033611,dynamic_logistics,,,5,5,2,2021,
3564,,,2021-05-29 12:00:00,,-1.5364217585728794,High Risk,0.9396634223509052,dynamic_logistics,,,5,5,2,2021,
3565,,,2021-05-29 13:00:00,,9.408001405721144,High Risk,0.9600077244088402,dynamic_logistics,,,5,5,2,2021,
3566,,,2021-05-29 14:00:00,,4.301669463569869,High Risk,0.8364440784586231,dynamic_logistics,,,5,5,2,2021,
3567,,,2021-05-29 15:00:00,,2.684847422068959,High Risk,0.8574285454800046,dynamic_logistics,,,5,5,2,2021,
3568,,,2021-05-29 16:00:00,,-1.5967277993609337,High Risk,0.9833550209238427,dynamic_logistics,,,5,5,2,2021,
3569,,,2021-05-29 17:00:00,,9.469009235942032,High Risk,0.9999730581865272,dynamic_logistics,,,5,5,2,2021,
3570,,,2021-05-29 18:00:00,,9.62913830899225,High Risk,0.992903300395988,dynamic_logistics,,,5,5,2,2021,
3571,,,2021-05-29 19:00:00,,0.1368611599435341,High Risk,0.9080330515677149,dynamic_logistics,,,5,5,2,2021,
3572,,,2021-05-29 20:00:00,,-0.7573556383779092,Moderate Risk,0.4030192694012627,dynamic_logistics,,,5,5,2,2021,
3573,,,2021-05-29 21:00:00,,3.353267133301469,High Risk,0.9999966030240336,dynamic_logistics,,,5,5,2,2021,
3574,,,2021-05-29 22:00:00,,3.355633748639831,High Risk,0.920940413033461,dynamic_logistics,,,5,5,2,2021,
3575,,,2021-05-29 23:00:00,,7.740531195692409,Moderate Risk,0.4220951936844525,dynamic_logistics,,,5,5,2,2021,
3576,,,2021-05-30 00:00:00,,4.479903005211802,High Risk,0.9971268831359954,dynamic_logistics,,,5,6,2,2021,
3577,,,2021-05-30 01:00:00,,9.211700886729478,High Risk,0.8826937472708458,dynamic_logistics,,,5,6,2,2021,
3578,,,2021-05-30 02:00:00,,9.999872406892983,Moderate Risk,0.3239308255549536,dynamic_logistics,,,5,6,2,2021,
3579,,,2021-05-30 03:00:00,,8.783037585787776,High Risk,0.9999811771449678,dynamic_logistics,,,5,6,2,2021,
3580,,,2021-05-30 04:00:00,,9.903795191208769,High Risk,0.96017170676778,dynamic_logistics,,,5,6,2,2021,
3581,,,2021-05-30 05:00:00,,4.595333884272842,Low Risk,0.0690845645309948,dynamic_logistics,,,5,6,2,2021,
3582,,,2021-05-30 06:00:00,,9.298048954662164,High Risk,0.9999999999998332,dynamic_logistics,,,5,6,2,2021,
3583,,,2021-05-30 07:00:00,,0.3082984686320289,Low Risk,0.2231795026265964,dynamic_logistics,,,5,6,2,2021,
3584,,,2021-05-30 08:00:00,,6.4529849117973175,High Risk,0.9680576229583344,dynamic_logistics,,,5,6,2,2021,
3585,,,2021-05-30 09:00:00,,-0.8998972790419972,Moderate Risk,0.3617434447061065,dynamic_logistics,,,5,6,2,2021,
3586,,,2021-05-30 10:00:00,,8.386811887111657,High Risk,0.7620053493113629,dynamic_logistics,,,5,6,2,2021,
3587,,,2021-05-30 11:00:00,,7.765201992669461,High Risk,0.8870379927148077,dynamic_logistics,,,5,6,2,2021,
3588,,,2021-05-30 12:00:00,,9.99995690613128,High Risk,0.9999877718020757,dynamic_logistics,,,5,6,2,2021,
3589,,,2021-05-30 13:00:00,,-1.5348068890607651,High Risk,0.99969703283042,dynamic_logistics,,,5,6,2,2021,
3590,,,2021-05-30 14:00:00,,9.792623574484152,High Risk,0.9956391949757836,dynamic_logistics,,,5,6,2,2021,
3591,,,2021-05-30 15:00:00,,4.07701167551536,Low Risk,0.0330154932191451,dynamic_logistics,,,5,6,2,2021,
3592,,,2021-05-30 16:00:00,,2.747333071752391,High Risk,0.999835108752666,dynamic_logistics,,,5,6,2,2021,
3593,,,2021-05-30 17:00:00,,-1.9986506419109047,High Risk,0.938236166122483,dynamic_logistics,,,5,6,2,2021,
3594,,,2021-05-30 18:00:00,,-1.261216594253986,Moderate Risk,0.3946244418799657,dynamic_logistics,,,5,6,2,2021,
3595,,,2021-05-30 19:00:00,,6.506361978146716,High Risk,0.8028004353657147,dynamic_logistics,,,5,6,2,2021,
3596,,,2021-05-30 20:00:00,,7.096722068886077,High Risk,0.9999905040490272,dynamic_logistics,,,5,6,2,2021,
3597,,,2021-05-30 21:00:00,,0.023640460009302,Low Risk,0.1214472977253706,dynamic_logistics,,,5,6,2,2021,
3598,,,2021-05-30 22:00:00,,-0.4728670957076495,High Risk,0.990308658082142,dynamic_logistics,,,5,6,2,2021,
3599,,,2021-05-30 23:00:00,,7.45699643658814,Low Risk,0.0973181874670646,dynamic_logistics,,,5,6,2,2021,
3600,,,2021-05-31 00:00:00,,6.428456364057372,High Risk,0.9998995102177376,dynamic_logistics,,,5,0,2,2021,
3601,,,2021-05-31 01:00:00,,9.872153108921754,High Risk,0.9827199608921724,dynamic_logistics,,,5,0,2,2021,
3602,,,2021-05-31 02:00:00,,-1.6874744716770014,High Risk,0.8480274462027891,dynamic_logistics,,,5,0,2,2021,
3603,,,2021-05-31 03:00:00,,2.159531561772108,High Risk,0.992821824355056,dynamic_logistics,,,5,0,2,2021,
3604,,,2021-05-31 04:00:00,,5.714371144975578,High Risk,0.8777505560721045,dynamic_logistics,,,5,0,2,2021,
3605,,,2021-05-31 05:00:00,,9.878761174901884,High Risk,0.7874984683072183,dynamic_logistics,,,5,0,2,2021,
3606,,,2021-05-31 06:00:00,,9.879719314849671,High Risk,0.9992348763995984,dynamic_logistics,,,5,0,2,2021,
3607,,,2021-05-31 07:00:00,,9.99404320177658,High Risk,0.99996921445868,dynamic_logistics,,,5,0,2,2021,
3608,,,2021-05-31 08:00:00,,9.943388226889477,High Risk,0.9895634119089448,dynamic_logistics,,,5,0,2,2021,
3609,,,2021-05-31 09:00:00,,8.85299196940248,High Risk,0.77679675490623,dynamic_logistics,,,5,0,2,2021,
3610,,,2021-05-31 10:00:00,,-1.134153311688551,High Risk,0.9976499217062736,dynamic_logistics,,,5,0,2,2021,
3611,,,2021-05-31 11:00:00,,9.238885411792538,High Risk,0.9652083857112156,dynamic_logistics,,,5,0,2,2021,
3612,,,2021-05-31 12:00:00,,-1.9395073536440817,High Risk,0.9710856805725762,dynamic_logistics,,,5,0,2,2021,
3613,,,2021-05-31 13:00:00,,6.009071251846686,Moderate Risk,0.4345892250233807,dynamic_logistics,,,5,0,2,2021,
3614,,,2021-05-31 14:00:00,,9.477361181166255,Moderate Risk,0.5373725346215554,dynamic_logistics,,,5,0,2,2021,
3615,,,2021-05-31 15:00:00,,4.641573569399416,Moderate Risk,0.6345901054927854,dynamic_logistics,,,5,0,2,2021,
3616,,,2021-05-31 16:00:00,,1.72244193176396,High Risk,0.7160503488034671,dynamic_logistics,,,5,0,2,2021,
3617,,,2021-05-31 17:00:00,,-1.1394201688898593,High Risk,0.9839597738562372,dynamic_logistics,,,5,0,2,2021,
3618,,,2021-05-31 18:00:00,,-1.9813790013574395,High Risk,0.9933736570244104,dynamic_logistics,,,5,0,2,2021,
3619,,,2021-05-31 19:00:00,,2.022142075678097,Moderate Risk,0.6339845320240478,dynamic_logistics,,,5,0,2,2021,
3620,,,2021-05-31 20:00:00,,1.956317406014838,Moderate Risk,0.5950455581205428,dynamic_logistics,,,5,0,2,2021,
3621,,,2021-05-31 21:00:00,,0.8704031073663447,High Risk,0.933149491446,dynamic_logistics,,,5,0,2,2021,
3622,,,2021-05-31 22:00:00,,9.30612289172538,High Risk,0.798367428449904,dynamic_logistics,,,5,0,2,2021,
3623,,,2021-05-31 23:00:00,,9.76136864686137,High Risk,0.9134960688501864,dynamic_logistics,,,5,0,2,2021,
3624,,,2021-06-01 00:00:00,,9.60792139200107,High Risk,0.9882680732538582,dynamic_logistics,,,6,1,2,2021,
3625,,,2021-06-01 01:00:00,,9.394763169924143,High Risk,0.979617150675309,dynamic_logistics,,,6,1,2,2021,
3626,,,2021-06-01 02:00:00,,2.176977417933609,Low Risk,0.1259960960660798,dynamic_logistics,,,6,1,2,2021,
3627,,,2021-06-01 03:00:00,,8.917051922084582,High Risk,0.9999999173156144,dynamic_logistics,,,6,1,2,2021,
3628,,,2021-06-01 04:00:00,,9.821543227534592,High Risk,0.9091678090582268,dynamic_logistics,,,6,1,2,2021,
3629,,,2021-06-01 05:00:00,,9.067610528099689,Low Risk,0.0049398495573558,dynamic_logistics,,,6,1,2,2021,
3630,,,2021-06-01 06:00:00,,0.9569019680896562,High Risk,0.900958384610986,dynamic_logistics,,,6,1,2,2021,
3631,,,2021-06-01 07:00:00,,7.460242040625282,High Risk,0.9999908087846392,dynamic_logistics,,,6,1,2,2021,
3632,,,2021-06-01 08:00:00,,6.333457532393032,Moderate Risk,0.5643174735106381,dynamic_logistics,,,6,1,2,2021,
3633,,,2021-06-01 09:00:00,,1.6974808281820168,High Risk,0.9999975181276748,dynamic_logistics,,,6,1,2,2021,
3634,,,2021-06-01 10:00:00,,9.5017259041631,High Risk,0.9997879321192192,dynamic_logistics,,,6,1,2,2021,
3635,,,2021-06-01 11:00:00,,1.5442568981513598,High Risk,0.88537885387445,dynamic_logistics,,,6,1,2,2021,
3636,,,2021-06-01 12:00:00,,4.736950340576536,Moderate Risk,0.3779674846415961,dynamic_logistics,,,6,1,2,2021,
3637,,,2021-06-01 13:00:00,,8.328562464228117,High Risk,0.9990478728939336,dynamic_logistics,,,6,1,2,2021,
3638,,,2021-06-01 14:00:00,,6.970924644308832,High Risk,0.9982883088403464,dynamic_logistics,,,6,1,2,2021,
3639,,,2021-06-01 15:00:00,,5.188425484651425,High Risk,0.8143137077623216,dynamic_logistics,,,6,1,2,2021,
3640,,,2021-06-01 16:00:00,,4.988007552320716,Low Risk,0.2707660591804607,dynamic_logistics,,,6,1,2,2021,
3641,,,2021-06-01 17:00:00,,8.370477542282666,Low Risk,0.0752324943643736,dynamic_logistics,,,6,1,2,2021,
3642,,,2021-06-01 18:00:00,,9.985771167502268,High Risk,0.9890826171182548,dynamic_logistics,,,6,1,2,2021,
3643,,,2021-06-01 19:00:00,,9.983908633939317,High Risk,0.9985563275350812,dynamic_logistics,,,6,1,2,2021,
3644,,,2021-06-01 20:00:00,,8.330568441294634,High Risk,0.7935631407478044,dynamic_logistics,,,6,1,2,2021,
3645,,,2021-06-01 21:00:00,,-0.5980806703062327,High Risk,0.9988110117880832,dynamic_logistics,,,6,1,2,2021,
3646,,,2021-06-01 22:00:00,,0.9402957416776428,High Risk,0.9992762698390936,dynamic_logistics,,,6,1,2,2021,
3647,,,2021-06-01 23:00:00,,9.99922011070299,Moderate Risk,0.5617799832133165,dynamic_logistics,,,6,1,2,2021,
3648,,,2021-06-02 00:00:00,,9.95124227771814,High Risk,0.9988268182143956,dynamic_logistics,,,6,2,2,2021,
3649,,,2021-06-02 01:00:00,,9.557482683333504,High Risk,0.9878748314275292,dynamic_logistics,,,6,2,2,2021,
3650,,,2021-06-02 02:00:00,,8.04183250620507,High Risk,0.9909536194558534,dynamic_logistics,,,6,2,2,2021,
3651,,,2021-06-02 03:00:00,,9.862585684463928,Low Risk,0.1134469811843253,dynamic_logistics,,,6,2,2,2021,
3652,,,2021-06-02 04:00:00,,9.981015578223529,Low Risk,0.132067527605155,dynamic_logistics,,,6,2,2,2021,
3653,,,2021-06-02 05:00:00,,9.601157613447102,High Risk,0.9999999955289324,dynamic_logistics,,,6,2,2,2021,
3654,,,2021-06-02 06:00:00,,9.935026495496928,High Risk,0.7661323223589976,dynamic_logistics,,,6,2,2,2021,
3655,,,2021-06-02 07:00:00,,8.842018206183692,High Risk,0.999972066574504,dynamic_logistics,,,6,2,2,2021,
3656,,,2021-06-02 08:00:00,,9.26306173980089,High Risk,0.9493552131476845,dynamic_logistics,,,6,2,2,2021,
3657,,,2021-06-02 09:00:00,,9.998707956682315,Low Risk,0.2183176810985398,dynamic_logistics,,,6,2,2,2021,
3658,,,2021-06-02 10:00:00,,4.689248890042888,High Risk,0.8059660264829103,dynamic_logistics,,,6,2,2,2021,
3659,,,2021-06-02 11:00:00,,9.522471884106103,High Risk,0.9997294513004712,dynamic_logistics,,,6,2,2,2021,
3660,,,2021-06-02 12:00:00,,7.146502135520038,Moderate Risk,0.4289684027721119,dynamic_logistics,,,6,2,2,2021,
3661,,,2021-06-02 13:00:00,,8.780199735195543,High Risk,0.8384759206431845,dynamic_logistics,,,6,2,2,2021,
3662,,,2021-06-02 14:00:00,,-0.0989844534741295,High Risk,0.828891328040933,dynamic_logistics,,,6,2,2,2021,
3663,,,2021-06-02 15:00:00,,9.402789898138352,Low Risk,0.0290757763871029,dynamic_logistics,,,6,2,2,2021,
3664,,,2021-06-02 16:00:00,,2.478430976977734,High Risk,0.8967400515745847,dynamic_logistics,,,6,2,2,2021,
3665,,,2021-06-02 17:00:00,,8.918043262332528,High Risk,0.990556861056772,dynamic_logistics,,,6,2,2,2021,
3666,,,2021-06-02 18:00:00,,-0.8178187327413236,Moderate Risk,0.6809819946960178,dynamic_logistics,,,6,2,2,2021,
3667,,,2021-06-02 19:00:00,,1.1378056467662576,Moderate Risk,0.4851348072856632,dynamic_logistics,,,6,2,2,2021,
3668,,,2021-06-02 20:00:00,,9.494816848425389,High Risk,0.7966801464469507,dynamic_logistics,,,6,2,2,2021,
3669,,,2021-06-02 21:00:00,,9.002013567210835,High Risk,0.999998638097403,dynamic_logistics,,,6,2,2,2021,
3670,,,2021-06-02 22:00:00,,4.221569685016865,High Risk,0.9504460229996904,dynamic_logistics,,,6,2,2,2021,
3671,,,2021-06-02 23:00:00,,6.19150991941077,High Risk,0.9999999999999206,dynamic_logistics,,,6,2,2,2021,
3672,,,2021-06-03 00:00:00,,-0.1993151424716348,Moderate Risk,0.5441452694926308,dynamic_logistics,,,6,3,2,2021,
3673,,,2021-06-03 01:00:00,,9.73938560893768,High Risk,0.8934995927920385,dynamic_logistics,,,6,3,2,2021,
3674,,,2021-06-03 02:00:00,,0.3056895117445855,High Risk,0.9998514741586156,dynamic_logistics,,,6,3,2,2021,
3675,,,2021-06-03 03:00:00,,7.823263503973328,High Risk,0.9549564191837724,dynamic_logistics,,,6,3,2,2021,
3676,,,2021-06-03 04:00:00,,9.96484396209038,High Risk,0.999999380506822,dynamic_logistics,,,6,3,2,2021,
3677,,,2021-06-03 05:00:00,,8.971897980463508,Moderate Risk,0.3009972663676697,dynamic_logistics,,,6,3,2,2021,
3678,,,2021-06-03 06:00:00,,-1.1345685554807363,High Risk,0.9938163327823484,dynamic_logistics,,,6,3,2,2021,
3679,,,2021-06-03 07:00:00,,0.1733282798075146,Moderate Risk,0.5680779181651245,dynamic_logistics,,,6,3,2,2021,
3680,,,2021-06-03 08:00:00,,-0.934738532771374,High Risk,0.8798604173928062,dynamic_logistics,,,6,3,2,2021,
3681,,,2021-06-03 09:00:00,,9.635078248820008,High Risk,0.982705168261014,dynamic_logistics,,,6,3,2,2021,
3682,,,2021-06-03 10:00:00,,-1.1734606653737043,Low Risk,0.0848445200761443,dynamic_logistics,,,6,3,2,2021,
3683,,,2021-06-03 11:00:00,,8.616019983372556,High Risk,0.9885274281114408,dynamic_logistics,,,6,3,2,2021,
